epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
354,55233.2,0.64614,0.09789,0.03059,0.33914,0.89629,0.88389,0.86707,0.89585,0.60953,0.31051,0.24684,0.26744,0.26548,1.25498,0.29464,0.17778,0.58704,1.19295,0.000501867,0.000501867,0.000501867
355,55390.2,0.6633,0.11975,0.02659,0.34274,0.89936,0.87829,0.87022,0.89595,0.61017,0.31135,0.24593,0.26929,0.26766,1.25257,0.29476,0.17449,0.58501,1.19032,0.000498566,0.000498566,0.000498566
356,55546.2,0.65956,0.08814,0.03084,0.34207,0.89839,0.87588,0.87073,0.8963,0.6097,0.31515,0.24593,0.27139,0.26954,1.25394,0.29204,0.17,0.5846,1.19073,0.000495266,0.000495266,0.000495266
357,55702.3,0.64867,0.08261,0.02567,0.33844,0.88972,0.89184,0.8518,0.89394,0.61,0.31147,0.24714,0.27053,0.26886,1.24889,0.28491,0.16868,0.58644,1.18807,0.000491965,0.000491965,0.000491965
358,55857.2,0.65358,0.0791,0.0295,0.3373,0.89543,0.90076,0.84293,0.89383,0.61031,0.31018,0.24593,0.26959,0.26824,1.24772,0.2895,0.16892,0.58639,1.18798,0.000488664,0.000488664,0.000488664
359,56013.4,0.65249,0.07714,0.03052,0.33897,0.8959,0.90078,0.84322,0.89393,0.60976,0.3111,0.24593,0.27111,0.2699,1.24724,0.28766,0.17101,0.58873,1.18978,0.000485364,0.000485364,0.000485364
360,56168.7,0.65496,0.12227,0.02915,0.33999,0.89226,0.89189,0.84857,0.89312,0.60818,0.31197,0.24593,0.27123,0.26968,1.2485,0.29187,0.17744,0.59171,1.19166,0.000482063,0.000482063,0.000482063
361,56324.6,0.65785,0.10419,0.02971,0.33952,0.90121,0.88968,0.8501,0.8922,0.60776,0.31584,0.24623,0.27166,0.27023,1.24884,0.29768,0.17595,0.59309,1.19066,0.000478762,0.000478762,0.000478762
362,56481.8,0.65447,0.10069,0.0318,0.33873,0.89437,0.88419,0.8604,0.89209,0.6069,0.31844,0.24593,0.27175,0.27012,1.24849,0.30191,0.17375,0.58961,1.19145,0.000475462,0.000475462,0.000475462
363,56637.6,0.65467,0.10794,0.02631,0.34032,0.89483,0.88364,0.85839,0.89302,0.60797,0.3177,0.24473,0.27007,0.26815,1.25156,0.30453,0.17406,0.5917,1.19315,0.000472161,0.000472161,0.000472161
364,56794.7,0.64134,0.10253,0.03072,0.3358,0.89559,0.87946,0.86149,0.89386,0.60864,0.3147,0.24563,0.27085,0.26863,1.25145,0.30312,0.17748,0.59176,1.19236,0.00046886,0.00046886,0.00046886
365,56951.3,0.65498,0.10472,0.02784,0.33704,0.89276,0.88803,0.85191,0.89238,0.60872,0.31158,0.24593,0.26948,0.26733,1.25302,0.30108,0.18404,0.59229,1.19495,0.00046556,0.00046556,0.00046556
366,57107.1,0.6448,0.10427,0.02971,0.33627,0.89049,0.87434,0.86595,0.89365,0.6093,0.31347,0.24563,0.269,0.26715,1.25252,0.30594,0.18406,0.59111,1.19546,0.000462259,0.000462259,0.000462259
367,57262.6,0.63533,0.10427,0.02429,0.33044,0.89034,0.882,0.86393,0.89324,0.60712,0.31083,0.24612,0.26738,0.26444,1.25349,0.31522,0.18181,0.59419,1.1971,0.000458958,0.000458958,0.000458958
368,57420.2,0.64159,0.10357,0.02872,0.33504,0.89361,0.8958,0.84684,0.89313,0.60831,0.30668,0.24563,0.26544,0.26354,1.25336,0.30788,0.18001,0.5913,1.19636,0.000455658,0.000455658,0.000455658
369,57576,0.64714,0.08995,0.02629,0.33659,0.8932,0.87982,0.86197,0.89329,0.60799,0.30804,0.24563,0.26637,0.26398,1.25353,0.30622,0.17705,0.58922,1.19662,0.000452357,0.000452357,0.000452357
370,57732.7,0.64494,0.0952,0.02662,0.33508,0.89398,0.89375,0.8532,0.89352,0.60803,0.31007,0.24653,0.26757,0.26581,1.25428,0.30419,0.17556,0.58822,1.19552,0.000449056,0.000449056,0.000449056
371,57888.3,0.64203,0.08371,0.02338,0.33398,0.89109,0.88771,0.85579,0.89341,0.60919,0.30978,0.24623,0.26851,0.26666,1.25244,0.30611,0.18072,0.58848,1.19561,0.000445756,0.000445756,0.000445756
372,58044.9,0.64278,0.07791,0.02584,0.33448,0.8948,0.88172,0.86181,0.89477,0.61083,0.31147,0.24503,0.26912,0.26761,1.25102,0.30152,0.17892,0.58856,1.1942,0.000442455,0.000442455,0.000442455
373,58201.4,0.63528,0.10099,0.02373,0.33318,0.88938,0.9033,0.84139,0.89278,0.60762,0.31063,0.24653,0.26797,0.26651,1.25114,0.29872,0.18314,0.59118,1.19509,0.000439154,0.000439154,0.000439154
374,58358.2,0.62497,0.08065,0.02256,0.32802,0.88653,0.89679,0.84878,0.89331,0.6087,0.30948,0.24653,0.26879,0.26701,1.24934,0.28926,0.18197,0.5921,1.19618,0.000435854,0.000435854,0.000435854
375,58513.9,0.64206,0.12215,0.02774,0.3357,0.89046,0.89553,0.8516,0.89239,0.60755,0.30908,0.24623,0.26854,0.26662,1.24961,0.29114,0.17934,0.59064,1.19345,0.000432553,0.000432553,0.000432553
376,58671.8,0.63218,0.09227,0.0236,0.32753,0.88987,0.89376,0.85233,0.89162,0.60876,0.30965,0.24774,0.26791,0.26591,1.25009,0.29476,0.18518,0.5902,1.19542,0.000429253,0.000429253,0.000429253
377,58829.1,0.6342,0.10429,0.02604,0.3314,0.89201,0.89984,0.84528,0.89119,0.60859,0.30724,0.24684,0.26681,0.26477,1.25031,0.29342,0.18274,0.58982,1.19454,0.000425952,0.000425952,0.000425952
378,58985.3,0.64188,0.10807,0.02557,0.33254,0.89213,0.89953,0.84558,0.8924,0.60914,0.30897,0.24623,0.2667,0.26493,1.25045,0.2936,0.18263,0.59288,1.19439,0.000422651,0.000422651,0.000422651
379,59142.1,0.63657,0.10504,0.02742,0.33104,0.89304,0.89849,0.84528,0.89103,0.60892,0.31017,0.24684,0.2682,0.26613,1.24984,0.28887,0.18122,0.59516,1.19455,0.000419351,0.000419351,0.000419351
380,59298.2,0.6294,0.09058,0.02772,0.3291,0.88928,0.88353,0.86452,0.89223,0.60937,0.31227,0.24714,0.26909,0.26647,1.2488,0.29283,0.18416,0.59585,1.19349,0.00041605,0.00041605,0.00041605
381,59454.1,0.63496,0.09143,0.02657,0.32897,0.89243,0.89821,0.84718,0.89265,0.61,0.31012,0.24808,0.26864,0.26607,1.25015,0.29539,0.18815,0.59342,1.19443,0.000412749,0.000412749,0.000412749
382,59612.3,0.63358,0.10115,0.02507,0.32944,0.89058,0.89016,0.85431,0.89206,0.60895,0.30777,0.24684,0.26622,0.26337,1.25159,0.29368,0.18379,0.59529,1.1952,0.000409449,0.000409449,0.000409449
383,59768.6,0.6492,0.1288,0.02797,0.33442,0.89243,0.89471,0.84634,0.8901,0.60789,0.3082,0.24593,0.26457,0.26177,1.2522,0.29593,0.18314,0.59926,1.19713,0.000406148,0.000406148,0.000406148
384,59924.2,0.64239,0.08896,0.02908,0.33117,0.89498,0.87973,0.8638,0.8932,0.60851,0.30995,0.24623,0.26501,0.26234,1.25392,0.2948,0.18035,0.59757,1.19631,0.000402847,0.000402847,0.000402847
385,60080.7,0.63372,0.11789,0.02606,0.33037,0.89012,0.88966,0.85851,0.8931,0.60861,0.31004,0.24623,0.26516,0.26252,1.25572,0.29182,0.17892,0.59639,1.19781,0.000399547,0.000399547,0.000399547
386,60236.4,0.63759,0.10902,0.02716,0.33117,0.88767,0.89384,0.8518,0.89177,0.60732,0.30846,0.24593,0.26621,0.2642,1.25642,0.28899,0.17954,0.5944,1.20138,0.000396246,0.000396246,0.000396246
387,60392.8,0.61422,0.09128,0.02803,0.32461,0.88405,0.89231,0.85339,0.89224,0.60719,0.30887,0.24593,0.2658,0.26332,1.25746,0.2968,0.17871,0.59664,1.20144,0.000392945,0.000392945,0.000392945
388,60548.4,0.62762,0.08821,0.02881,0.32805,0.88615,0.89174,0.84982,0.89116,0.60725,0.30916,0.24533,0.2659,0.26398,1.25491,0.29725,0.17811,0.59914,1.20038,0.000389645,0.000389645,0.000389645
389,60705.3,0.64145,0.1042,0.02874,0.33379,0.892,0.89256,0.85244,0.89021,0.60616,0.31124,0.24653,0.26724,0.26511,1.25498,0.2962,0.1757,0.59585,1.19965,0.000386344,0.000386344,0.000386344
390,60861.5,0.64125,0.08107,0.02481,0.33179,0.8922,0.89268,0.84987,0.89171,0.60737,0.31004,0.24623,0.26855,0.26671,1.25645,0.29507,0.17492,0.595,1.19991,0.000383043,0.000383043,0.000383043
391,61017.7,0.62345,0.08729,0.02428,0.32481,0.8861,0.88938,0.85296,0.89161,0.60683,0.31317,0.24603,0.2698,0.26796,1.25566,0.28416,0.17478,0.5937,1.19885,0.000379743,0.000379743,0.000379743
392,61173.7,0.62009,0.08867,0.02451,0.32507,0.886,0.89106,0.85217,0.89263,0.60767,0.313,0.24593,0.26922,0.26768,1.25524,0.28319,0.17753,0.59572,1.19926,0.000376442,0.000376442,0.000376442
393,61330.3,0.62682,0.10378,0.02667,0.32515,0.88706,0.8984,0.84789,0.8921,0.60892,0.31383,0.24774,0.26872,0.26659,1.25561,0.28963,0.18215,0.59538,1.20135,0.000373141,0.000373141,0.000373141
394,61486.1,0.62264,0.1048,0.02383,0.32338,0.88589,0.89557,0.84774,0.89227,0.6077,0.31259,0.24733,0.269,0.26681,1.25451,0.2953,0.18214,0.5966,1.20084,0.000369841,0.000369841,0.000369841
395,61642.7,0.61865,0.07237,0.02441,0.32397,0.886,0.90038,0.84528,0.89138,0.60792,0.31168,0.24864,0.26962,0.26716,1.2536,0.28981,0.18,0.59417,1.19923,0.00036654,0.00036654,0.00036654
396,61799.2,0.6278,0.10111,0.02776,0.32556,0.88913,0.8907,0.85866,0.89333,0.60848,0.31268,0.24864,0.2688,0.26666,1.25301,0.28744,0.17889,0.59061,1.19865,0.000363239,0.000363239,0.000363239
397,61955.3,0.61618,0.08781,0.02861,0.3242,0.8854,0.88498,0.86454,0.8939,0.60958,0.31347,0.24864,0.26885,0.26656,1.25244,0.28919,0.178,0.58807,1.19932,0.000359939,0.000359939,0.000359939
398,62111.4,0.61757,0.10274,0.0228,0.32368,0.88305,0.89061,0.85772,0.89435,0.60982,0.31112,0.24714,0.26792,0.2654,1.25385,0.28902,0.17871,0.58896,1.20139,0.000356638,0.000356638,0.000356638
399,62268,0.6214,0.08487,0.02823,0.3227,0.88611,0.88813,0.85784,0.89256,0.60842,0.31325,0.24721,0.26876,0.26636,1.25405,0.28792,0.17978,0.59226,1.20147,0.000353337,0.000353337,0.000353337
400,62424.9,0.6231,0.09481,0.02331,0.32594,0.88683,0.8905,0.85554,0.89288,0.60762,0.30939,0.24657,0.26829,0.26575,1.25369,0.28501,0.18368,0.59396,1.20108,0.000350037,0.000350037,0.000350037
401,62581.1,0.60934,0.0794,0.02345,0.32172,0.8839,0.8825,0.86002,0.89123,0.60747,0.31212,0.24744,0.26961,0.26671,1.25435,0.28461,0.1856,0.59474,1.20077,0.000346736,0.000346736,0.000346736
402,62738.8,0.61336,0.11192,0.02415,0.32273,0.88359,0.89026,0.85191,0.89317,0.60732,0.31433,0.24694,0.2706,0.26795,1.25468,0.27881,0.18659,0.59329,1.20059,0.000343435,0.000343435,0.000343435
403,62895.7,0.6235,0.14006,0.02515,0.32506,0.88619,0.88898,0.85785,0.89326,0.6067,0.31386,0.24623,0.27016,0.26766,1.25561,0.27737,0.1851,0.59365,1.20031,0.000340135,0.000340135,0.000340135
404,63053.1,0.60455,0.08258,0.02306,0.31547,0.87997,0.89035,0.85617,0.89256,0.60701,0.31538,0.24712,0.26939,0.26697,1.25697,0.28984,0.18517,0.59434,1.20175,0.000336834,0.000336834,0.000336834
405,63208.5,0.61773,0.09907,0.02808,0.32321,0.88407,0.88591,0.86174,0.89323,0.60712,0.31291,0.24684,0.26863,0.26629,1.25799,0.29319,0.1845,0.59556,1.20257,0.000333533,0.000333533,0.000333533
406,63364.3,0.61734,0.11227,0.02712,0.32047,0.88481,0.8978,0.85183,0.89275,0.60688,0.31032,0.24623,0.26832,0.26637,1.25788,0.29663,0.17955,0.59798,1.20107,0.000330233,0.000330233,0.000330233
407,63521.5,0.61899,0.10163,0.02293,0.32372,0.8809,0.87659,0.86739,0.89307,0.60662,0.31108,0.24533,0.26922,0.2671,1.25765,0.29504,0.17953,0.59789,1.20214,0.000326932,0.000326932,0.000326932
408,63678.5,0.62436,0.08997,0.0234,0.32454,0.88539,0.87841,0.87076,0.8948,0.60764,0.31329,0.24563,0.27088,0.26858,1.25664,0.29817,0.18318,0.59672,1.20244,0.000323631,0.000323631,0.000323631
409,63834,0.60756,0.09388,0.02099,0.31693,0.87826,0.8779,0.86773,0.89413,0.60807,0.31272,0.24593,0.27132,0.26864,1.25515,0.2981,0.18668,0.59654,1.20131,0.000320331,0.000320331,0.000320331
410,63990.2,0.61519,0.13728,0.02428,0.32215,0.88281,0.88874,0.85758,0.89377,0.60762,0.31378,0.2468,0.27238,0.27048,1.25422,0.29141,0.18946,0.59797,1.20016,0.00031703,0.00031703,0.00031703
411,64147.7,0.61207,0.09759,0.02059,0.32128,0.88381,0.89817,0.85172,0.8938,0.60749,0.31457,0.24746,0.27327,0.27131,1.25402,0.2902,0.18695,0.59819,1.20053,0.000313729,0.000313729,0.000313729
412,64306.1,0.61601,0.09198,0.0262,0.32197,0.88446,0.88605,0.86392,0.89416,0.60719,0.31273,0.24744,0.27179,0.26982,1.25355,0.2923,0.18358,0.59663,1.19994,0.000310429,0.000310429,0.000310429
413,64463.5,0.61701,0.09139,0.02276,0.32123,0.88432,0.89386,0.85491,0.89432,0.60786,0.31524,0.24744,0.27239,0.27075,1.25525,0.28893,0.18074,0.59454,1.20102,0.000307128,0.000307128,0.000307128
414,64619.7,0.61806,0.10697,0.0256,0.32377,0.88439,0.90058,0.85052,0.89433,0.60801,0.31387,0.247,0.27019,0.26832,1.25359,0.28621,0.17991,0.59461,1.19995,0.000303827,0.000303827,0.000303827
415,64777.2,0.61542,0.09711,0.02172,0.3205,0.88557,0.89664,0.85311,0.89428,0.60808,0.31216,0.24623,0.26959,0.26759,1.25379,0.28517,0.17905,0.5925,1.19978,0.000300527,0.000300527,0.000300527
416,64935.6,0.60546,0.09682,0.02385,0.31559,0.88273,0.89786,0.85206,0.89348,0.60751,0.31289,0.24623,0.27002,0.26802,1.25406,0.28249,0.18201,0.59249,1.20096,0.000297226,0.000297226,0.000297226
417,65092.6,0.59898,0.09549,0.02806,0.31553,0.88121,0.89212,0.86121,0.89357,0.60779,0.31222,0.24744,0.26937,0.26689,1.25346,0.28876,0.18321,0.59302,1.2007,0.000293925,0.000293925,0.000293925
418,65249.8,0.60848,0.07698,0.0218,0.31668,0.88337,0.88579,0.86527,0.89277,0.60726,0.31046,0.24744,0.26803,0.26658,1.25665,0.28795,0.18438,0.59715,1.20299,0.000290625,0.000290625,0.000290625
419,65408.5,0.6009,0.09316,0.01968,0.31804,0.87901,0.8852,0.86358,0.89252,0.60737,0.31102,0.24714,0.26886,0.26736,1.25787,0.28743,0.18504,0.59615,1.20407,0.000287324,0.000287324,0.000287324
420,65563.4,0.61895,0.09277,0.02529,0.32142,0.88668,0.88561,0.86382,0.89319,0.60662,0.31165,0.24623,0.26951,0.26733,1.25787,0.28592,0.18771,0.59712,1.20388,0.000284023,0.000284023,0.000284023
421,65719.9,0.60176,0.11047,0.02683,0.31639,0.8791,0.88658,0.86453,0.89339,0.60626,0.31166,0.24714,0.2701,0.26811,1.25943,0.28397,0.18779,0.59676,1.20387,0.000280723,0.000280723,0.000280723
422,65876,0.61246,0.11218,0.02437,0.31885,0.88526,0.88493,0.86634,0.89419,0.60684,0.3107,0.24623,0.27027,0.26827,1.25872,0.28383,0.18442,0.59637,1.20295,0.000277422,0.000277422,0.000277422
423,66032.8,0.6009,0.0794,0.02366,0.31708,0.8783,0.8831,0.86738,0.89323,0.60641,0.30931,0.24736,0.26965,0.26749,1.2576,0.28514,0.18621,0.59799,1.20264,0.000274121,0.000274121,0.000274121
424,66188.6,0.59215,0.09416,0.02559,0.31369,0.87808,0.88924,0.86092,0.89348,0.60668,0.31,0.24744,0.2696,0.26761,1.2578,0.28135,0.18456,0.59919,1.20356,0.000270821,0.000270821,0.000270821
425,66345.8,0.61987,0.09086,0.02809,0.32051,0.88457,0.8804,0.87053,0.8934,0.60537,0.30893,0.24653,0.26812,0.26606,1.25827,0.27972,0.18472,0.59906,1.20455,0.00026752,0.00026752,0.00026752
426,66502.7,0.59767,0.08941,0.02362,0.31375,0.87705,0.87882,0.87178,0.89449,0.60652,0.30898,0.24804,0.26814,0.2662,1.25763,0.28259,0.18419,0.59882,1.20346,0.00026422,0.00026422,0.00026422
427,66659.3,0.60087,0.10342,0.02077,0.31602,0.88178,0.89313,0.85824,0.89451,0.60701,0.30939,0.24774,0.26821,0.26642,1.25654,0.28388,0.18304,0.59803,1.20329,0.000260919,0.000260919,0.000260919
428,66815.1,0.59116,0.10889,0.02003,0.31193,0.87721,0.88609,0.86205,0.89206,0.60611,0.31106,0.24714,0.26806,0.26617,1.25626,0.28686,0.18489,0.59792,1.2027,0.000257618,0.000257618,0.000257618
429,66972.3,0.59713,0.08361,0.02102,0.31373,0.87938,0.88798,0.86302,0.89319,0.60635,0.31083,0.2481,0.26865,0.26646,1.25641,0.28461,0.188,0.59801,1.20258,0.000254318,0.000254318,0.000254318
430,67128.4,0.60238,0.11831,0.02519,0.31652,0.88134,0.88554,0.86451,0.89334,0.60759,0.31248,0.24861,0.26916,0.2668,1.2573,0.28759,0.18634,0.59662,1.20337,0.000251017,0.000251017,0.000251017
431,67285.2,0.58465,0.09635,0.02228,0.31022,0.87905,0.88236,0.86362,0.89241,0.60732,0.31153,0.24864,0.26932,0.26737,1.25599,0.28557,0.18174,0.59666,1.20323,0.000247716,0.000247716,0.000247716
432,67444.8,0.59173,0.07516,0.02298,0.31337,0.87946,0.88784,0.86387,0.89254,0.6071,0.31164,0.24804,0.2698,0.26748,1.25598,0.28415,0.18349,0.59611,1.20319,0.000244416,0.000244416,0.000244416
433,67602.9,0.60317,0.07442,0.02276,0.31712,0.88145,0.89091,0.86021,0.89217,0.60766,0.31094,0.24774,0.27014,0.2678,1.25666,0.28711,0.18286,0.59592,1.20351,0.000241115,0.000241115,0.000241115
434,67761.9,0.57547,0.10682,0.02425,0.30637,0.87508,0.88789,0.86233,0.8919,0.60708,0.30892,0.24714,0.27002,0.26786,1.25667,0.29135,0.18244,0.59627,1.20364,0.000237814,0.000237814,0.000237814
435,67917.9,0.60287,0.1034,0.02562,0.31607,0.88424,0.89252,0.85704,0.89214,0.60741,0.31154,0.24684,0.26959,0.2678,1.25732,0.29042,0.18489,0.59644,1.20526,0.000234514,0.000234514,0.000234514
436,68075.8,0.59689,0.09961,0.02486,0.31475,0.87907,0.89021,0.85912,0.89291,0.60698,0.31205,0.24593,0.26952,0.26812,1.25715,0.29237,0.18696,0.59688,1.20433,0.000231213,0.000231213,0.000231213
437,68233.5,0.60189,0.11476,0.02405,0.31328,0.87993,0.89042,0.86032,0.89331,0.60679,0.31277,0.24804,0.26949,0.26767,1.25618,0.28902,0.18813,0.59797,1.20458,0.000227912,0.000227912,0.000227912
438,68389.8,0.5928,0.10521,0.0212,0.31171,0.8775,0.88945,0.85935,0.89307,0.60713,0.31123,0.24714,0.26945,0.26773,1.25608,0.28939,0.18766,0.59838,1.20596,0.000224612,0.000224612,0.000224612
439,68545.8,0.59096,0.09757,0.02376,0.31164,0.87662,0.88862,0.85898,0.8926,0.60675,0.31137,0.24774,0.26858,0.26684,1.25672,0.29287,0.1922,0.59919,1.2064,0.000221311,0.000221311,0.000221311
440,68701.7,0.59376,0.10965,0.02415,0.31057,0.87727,0.89061,0.85856,0.89255,0.60655,0.31019,0.24676,0.26743,0.26576,1.2573,0.29431,0.19284,0.59934,1.20701,0.00021801,0.00021801,0.00021801
441,68858.3,0.59867,0.1027,0.0252,0.31478,0.8766,0.89152,0.85694,0.89255,0.60558,0.30883,0.24714,0.26733,0.26516,1.25764,0.29446,0.19055,0.59968,1.20836,0.00021471,0.00021471,0.00021471
442,69014.9,0.5809,0.07879,0.02158,0.30769,0.87533,0.89371,0.8544,0.89273,0.60654,0.30873,0.24684,0.26809,0.26607,1.25852,0.29419,0.18967,0.60072,1.20926,0.000211409,0.000211409,0.000211409
443,69172.6,0.58745,0.09162,0.02092,0.31065,0.87805,0.89056,0.85457,0.89272,0.6069,0.30856,0.24684,0.2693,0.26676,1.25923,0.29006,0.1904,0.60067,1.20964,0.000208108,0.000208108,0.000208108
444,69329.5,0.59029,0.11127,0.02315,0.31031,0.88084,0.89618,0.84949,0.89272,0.60795,0.31112,0.24593,0.27012,0.26769,1.25729,0.28725,0.1924,0.6016,1.20766,0.000204808,0.000204808,0.000204808
445,69487.4,0.59712,0.08465,0.02482,0.31373,0.88117,0.89457,0.8519,0.89173,0.6073,0.31004,0.24653,0.2707,0.2682,1.25692,0.2879,0.19205,0.60109,1.20692,0.000201507,0.000201507,0.000201507
446,69644.3,0.58254,0.0914,0.0212,0.30865,0.87627,0.88807,0.85631,0.89219,0.60742,0.31,0.24744,0.27052,0.26803,1.25682,0.28823,0.19215,0.60143,1.20609,0.000198206,0.000198206,0.000198206
447,69800.2,0.58026,0.10613,0.02312,0.3076,0.8757,0.89579,0.84998,0.89223,0.60706,0.31071,0.24684,0.27047,0.26858,1.25594,0.28764,0.19298,0.60239,1.20625,0.000194906,0.000194906,0.000194906
448,69957.6,0.59233,0.10946,0.02229,0.31134,0.87619,0.89589,0.84942,0.8927,0.60725,0.31129,0.24804,0.27156,0.269,1.25692,0.28659,0.19246,0.60108,1.20728,0.000191605,0.000191605,0.000191605
449,70114.4,0.58678,0.07876,0.02138,0.3121,0.873,0.8969,0.8501,0.89262,0.60748,0.31133,0.24834,0.27171,0.26927,1.25688,0.2873,0.18996,0.60074,1.2082,0.000188304,0.000188304,0.000188304
450,70272.5,0.57516,0.07616,0.01931,0.30421,0.87291,0.89494,0.85091,0.89206,0.60716,0.30998,0.24653,0.26999,0.26802,1.25733,0.28462,0.19031,0.60171,1.20872,0.000185004,0.000185004,0.000185004
451,70430.9,0.54038,0.12836,0.00923,0.28272,0.8544,0.89086,0.85639,0.89212,0.60847,0.31009,0.24714,0.26998,0.26803,1.25488,0.28467,0.19196,0.59983,1.2088,0.000181703,0.000181703,0.000181703
452,70590,0.54403,0.15199,0.01694,0.28124,0.85855,0.89063,0.85673,0.89175,0.60889,0.3107,0.24783,0.27007,0.26801,1.25325,0.28583,0.1905,0.59869,1.20842,0.000178402,0.000178402,0.000178402
453,70748,0.5361,0.19034,0.01874,0.27838,0.8552,0.89017,0.85913,0.89167,0.60914,0.30944,0.24774,0.26978,0.26805,1.25196,0.28956,0.18826,0.59849,1.20791,0.000175102,0.000175102,0.000175102
454,70906.1,0.526,0.14325,0.00838,0.27706,0.85472,0.88828,0.85973,0.89136,0.6099,0.31017,0.24819,0.26946,0.26757,1.25124,0.29081,0.18753,0.59853,1.2072,0.000171801,0.000171801,0.000171801
455,71064.2,0.52127,0.1503,0.01366,0.27435,0.85203,0.88719,0.86003,0.89078,0.60975,0.31005,0.24714,0.26827,0.26616,1.2511,0.29556,0.18956,0.59948,1.20717,0.0001685,0.0001685,0.0001685
456,71221.9,0.51098,0.11048,0.00812,0.26876,0.84749,0.8853,0.86011,0.89006,0.60868,0.31068,0.24653,0.26773,0.26568,1.25077,0.2955,0.19111,0.5998,1.20713,0.0001652,0.0001652,0.0001652
457,71381.2,0.52498,0.15567,0.01489,0.27534,0.85365,0.88517,0.85862,0.8901,0.60878,0.30952,0.24585,0.26785,0.26593,1.25048,0.29734,0.19091,0.59941,1.20727,0.000161899,0.000161899,0.000161899
458,71538.4,0.52418,0.19106,0.01111,0.27614,0.85446,0.88823,0.85585,0.89032,0.60859,0.3098,0.24642,0.26738,0.26517,1.2504,0.29874,0.19187,0.59861,1.20703,0.000158598,0.000158598,0.000158598
459,71697,0.50853,0.12342,0.00904,0.27048,0.84841,0.88598,0.85789,0.88995,0.60832,0.30845,0.24563,0.26723,0.26509,1.24996,0.29811,0.19179,0.59942,1.20637,0.000155298,0.000155298,0.000155298
460,71855.5,0.51761,0.13051,0.00826,0.27109,0.85272,0.87346,0.87115,0.89122,0.60913,0.30721,0.24653,0.26823,0.26572,1.24963,0.30212,0.19143,0.59954,1.20655,0.000151997,0.000151997,0.000151997
461,72013.6,0.50145,0.13504,0.01191,0.2672,0.84372,0.87439,0.87054,0.89094,0.60922,0.30682,0.24604,0.26775,0.26522,1.25069,0.30544,0.19187,0.60049,1.20772,0.000148696,0.000148696,0.000148696
462,72173.2,0.51205,0.16082,0.01003,0.27045,0.85078,0.88223,0.8635,0.89146,0.60883,0.30615,0.24593,0.26724,0.26493,1.2511,0.30502,0.19039,0.60063,1.20786,0.000145396,0.000145396,0.000145396
463,72331.4,0.51269,0.14843,0.01179,0.27112,0.85091,0.88423,0.86371,0.8919,0.60921,0.30526,0.24653,0.26755,0.26524,1.25075,0.30117,0.18922,0.60133,1.20704,0.000142095,0.000142095,0.000142095
464,72489.6,0.52154,0.18497,0.01312,0.27322,0.85199,0.88513,0.86547,0.89213,0.60926,0.30467,0.24653,0.26693,0.26496,1.25107,0.29788,0.18804,0.60023,1.2068,0.000138794,0.000138794,0.000138794
465,72650.4,0.49063,0.10666,0.01078,0.26289,0.84464,0.8854,0.86344,0.89212,0.60981,0.30564,0.24645,0.26728,0.26554,1.25103,0.29743,0.18648,0.60042,1.2064,0.000135494,0.000135494,0.000135494
466,72808.1,0.50712,0.17802,0.01068,0.26942,0.84905,0.88543,0.86373,0.89253,0.60977,0.30685,0.24653,0.26848,0.26654,1.25088,0.29643,0.18429,0.60002,1.20639,0.000132193,0.000132193,0.000132193
467,72965.6,0.49889,0.14769,0.00819,0.26676,0.84516,0.88447,0.86261,0.89166,0.60966,0.3078,0.24684,0.26864,0.2669,1.25135,0.29613,0.18371,0.59999,1.20645,0.000128892,0.000128892,0.000128892
468,73123.4,0.50799,0.15433,0.00896,0.26915,0.85098,0.88389,0.86362,0.89162,0.60927,0.30887,0.24593,0.26826,0.26678,1.25174,0.29454,0.18578,0.60032,1.20715,0.000125592,0.000125592,0.000125592
469,73280.1,0.50382,0.16847,0.01519,0.26654,0.84782,0.88146,0.86423,0.89123,0.60897,0.3091,0.24714,0.2692,0.26754,1.2525,0.29212,0.18671,0.59975,1.20763,0.000122291,0.000122291,0.000122291
470,73438.1,0.49711,0.15697,0.01443,0.26575,0.84505,0.88158,0.86452,0.89114,0.60877,0.3103,0.24684,0.27013,0.26841,1.25255,0.29326,0.18681,0.59939,1.20793,0.00011899,0.00011899,0.00011899
471,73596.3,0.51029,0.16798,0.00922,0.26813,0.84947,0.88124,0.86568,0.89161,0.60851,0.30945,0.24684,0.26971,0.26791,1.25304,0.29275,0.18546,0.59936,1.20832,0.00011569,0.00011569,0.00011569
472,73754.6,0.51173,0.17385,0.0095,0.27063,0.84957,0.87959,0.86542,0.89105,0.60792,0.30875,0.24593,0.2691,0.26697,1.25371,0.29648,0.18639,0.59922,1.20922,0.000112389,0.000112389,0.000112389
473,73912.5,0.50527,0.14579,0.01067,0.26862,0.84855,0.87757,0.86849,0.89163,0.60829,0.30855,0.24529,0.26875,0.26685,1.25308,0.29644,0.1841,0.59888,1.20875,0.000109088,0.000109088,0.000109088
